scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3,CAGR
"03/26/2022, 00:49:47",https://www.realtor.ca/real-estate/24102855/1-fairfield-street-wolfville-wolfville,425000,1 Fairfield Street,"Wolfville, Nova Scotia B4P1L8",B4P1L8,MLS  Number: 202203463,7,7,2,Single Family,House,2,Wolfville,Freehold,under 1/2 acre,1957,,21 days,"Apr 30, 2015 Sold $258,000",2020,"Range - Electric, Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B4P1,B4P,0.073907887
"03/26/2022, 00:54:32",https://www.realtor.ca/real-estate/24102854/37-lakeshire-crescent-dartmouth-dartmouth,759900,37 Lakeshire Crescent,"Dartmouth, Nova Scotia B2V2N9",B2V2N9,MLS  Number: 202203462,4,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1989,"Garage, Attached Garage, Parking Space(s)",21 days,,3745,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Wine Fridge, Central Vacuum",Poured Concrete,Detached,,,B2V2,B2V,0
"03/26/2022, 06:21:00",https://www.realtor.ca/real-estate/24099846/6381-3-highway-jordan-falls-jordan-falls,499000,6381 3 Highway,"Jordan Falls, Nova Scotia B0T1J0",B0T1J0,MLS  Number: 202203447,3,3,2,Single Family,House,2,Jordan Falls,Freehold,3 - 10 acres,1880,,22 days,"Jul 10, 2018 Sold $97,000",2288,"Range, Dishwasher, Dryer, Washer, Freezer - Chest, Refrigerator","Poured Concrete, Stone",Detached,,Crawl space,B0T1,B0T,0.506025075
"03/26/2022, 06:22:25",https://www.realtor.ca/real-estate/24098813/81-cliff-view-drive-franey-corner-franey-corner,149999,81 Cliff View Drive,"Franey Corner, Nova Scotia B0R1H0",B0R1H0,MLS  Number: 202203421,1,1,1,Single Family,House,1,Franey Corner,Freehold,3 - 10 acres,1995,,22 days,"Sep 29, 2020 Sold $55,000",760,"Stove, Refrigerator",Concrete Block,Detached,,Crawl space,B0R1,B0R,0.651440143
"03/26/2022, 06:26:00",https://www.realtor.ca/real-estate/24093073/281-heselton-drive-ostrea-lake-ostrea-lake,529900,281 Heselton Drive,"Ostrea Lake, Nova Scotia B0J2L0",B0J2L0,MLS  Number: 202203327,3,3,2,Single Family,House,1,Ostrea Lake,Freehold,3 - 10 acres,2019,"Garage, Detached Garage, Gravel",23 days,,1569,"Oven - Electric, Dryer - Electric, Washer, Refrigerator","Poured Concrete, Concrete Slab",Detached,,None,B0J2,B0J,0
"03/26/2022, 06:26:48",https://www.realtor.ca/real-estate/24093071/lot-28-anchors-way-deep-cove-deep-cove,2150000,Lot 28 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203324,3,3,2,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,2774,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:27:46",https://www.realtor.ca/real-estate/24093070/lot-26-anchors-way-deep-cove-deep-cove,2585000,Lot 26 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203323,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:28:38",https://www.realtor.ca/real-estate/24093068/lot-25-anchor-way-deep-cove-deep-cove,1752500,Lot 25 Anchor Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203321,4,4,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,Other,23 days,,2348,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:29:41",https://www.realtor.ca/real-estate/24093067/lot-24-anchors-way-deep-cove-deep-cove,2265000,Lot 24 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203320,3,3,2,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,2774,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:31:13",https://www.realtor.ca/real-estate/24093072/lot-28-anchors-way-deep-cove-deep-cove,2345000,Lot 28 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203325,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:32:41",https://www.realtor.ca/real-estate/24093074/lot-31-anchors-way-deep-cove-deep-cove,1635000,Lot 31 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203328,4,4,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,Other,23 days,,2348,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:33:34",https://www.realtor.ca/real-estate/24093066/lot-22-anchors-way-deep-cove-deep-cove,2525000,Lot 22 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203319,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None,B0J1,B0J,0
"03/26/2022, 06:35:30",https://www.realtor.ca/real-estate/24092424/511-bernard-street-port-hawkesbury-port-hawkesbury,209000,511 Bernard Street,"Port Hawkesbury, Nova Scotia B9A2V2",B9A2V2,MLS  Number: 202203312,3,3,2,Single Family,House,2,Port Hawkesbury,Freehold,1/2 - 1 acre,1920,"Garage, Attached Garage, Gravel, Parking Space(s)",23 days,"Dec 31, 2004 Sold $114,000",1368,"Stove, Refrigerator",Poured Concrete,Detached,,Full,B9A2,B9A,0.034247606
"03/26/2022, 06:40:52",https://www.realtor.ca/real-estate/24090991/166062-robie-street-halifax-peninsula-halifax-peninsula,1199900,1660/62 Robie Street,"Halifax Peninsula, Nova Scotia B3H3E7",B3H3E7,MLS  Number: 202203261,3,4,3,Single Family,House,2,Halifax Peninsula,Freehold,under 1/2 acre,,Parking Space(s),23 days,"Sep 26, 2013 Sold $675,000",2686,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,,B3H3,B3H,0.06600721
"03/26/2022, 06:43:28",https://www.realtor.ca/real-estate/24090743/222-marsh-street-new-glasgow-new-glasgow,189900,222 Marsh Street,"New Glasgow, Nova Scotia B0K1S0",B0K1S0,MLS  Number: 202203259,6,6,3,Single Family,Duplex,2,New Glasgow,Freehold,Unknown,,Gravel,24 days,,2371,"Range - Electric, Refrigerator",Stone,Side by side,,Partial (Unfinished),B0K1,B0K,0
"03/26/2022, 06:44:22",https://www.realtor.ca/real-estate/24090410/82-woodworth-road-kentville-kentville,195000,82 woodworth Road,"Kentville, Nova Scotia B4N1B4",B4N1B4,MLS  Number: 202203256,3,3,1,Single Family,House,2,Kentville,Freehold,under 1/2 acre,1952,,24 days,,1200,,Poured Concrete,Detached,,,B4N1,B4N,0
"03/26/2022, 06:45:25",https://www.realtor.ca/real-estate/24089973/32-admirals-point-lane-aspotogan-aspotogan,1695000,32 Admirals Point Lane,"Aspotogan, Nova Scotia B0J1T0",B0J1T0,MLS  Number: 202203253,3,3,3,Single Family,House,1,Aspotogan,Freehold,1 - 3 acres,,Gravel,24 days,,2508,"Cooktop, Oven, Dishwasher, Microwave, Refrigerator, Wine Fridge",Poured Concrete,Detached,Character,None,B0J1,B0J,0
"03/26/2022, 06:47:46",https://www.realtor.ca/real-estate/24087822/604-2842-2856-gottingen-street-halifax-halifax,719900,604 2842-2856 Gottingen Street,"Halifax, Nova Scotia B3K3E1",B3K3E1,MLS  Number: 202203232,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,,"Garage, Underground",24 days,"Mar 1, 2023 Sold $324,900 (CAD)",877,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None,B3K3,B3K,-0.548687318
"03/26/2022, 06:49:46",https://www.realtor.ca/real-estate/24086126/841-cobequid-road-lower-sackville-lower-sackville,425000,841 Cobequid Road,"Lower Sackville, Nova Scotia B4C4A2",B4C4A2,MLS  Number: 202203179,2,3,2,Single Family,House,1,Lower Sackville,Freehold,1 - 3 acres,1991,"Garage, Detached Garage",24 days,"Oct 22, 2019 Sold $273,500",1568,"Oven, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B4C4,B4C,0.158271934
"03/26/2022, 09:26:15",https://www.realtor.ca/real-estate/24189684/1167-tower-road-halifax-halifax,419900,1167 Tower Road,"Halifax, Nova Scotia B3H2Y7",B3H2Y7,MLS  Number: 202205253,2,2,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,1902,Parking Space(s),15 hours,"Mar 10, 2017 Sold $282,500",1150,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None,B3H2,B3H,0.082493967
"03/26/2022, 09:30:12",https://www.realtor.ca/real-estate/24189389/77-bissett-road-cole-harbour-cole-harbour,389900,77 Bissett Road,"Cole Harbour, Nova Scotia B2V2T1",B2V2T1,MLS  Number: 202205246,2,3,2,Single Family,House,1,Cole Harbour,Freehold,1 - 3 acres,1960,"Garage, Detached Garage, Gravel",16 hours,"Oct 8, 2021 Sold $220,000",1475,"Stove, Dishwasher, Dryer, Washer, Freezer - Stand Up, Refrigerator",Poured Concrete,Detached,Character,Full,B2V2,B2V,0.772272727
"03/26/2022, 09:30:39",https://www.realtor.ca/real-estate/24189290/44-macintosh-road-middle-sackville-middle-sackville,319000,44 MacIntosh Road,"Middle Sackville, Nova Scotia B4E3B3",B4E3B3,MLS  Number: 202205239,3,4,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,1978,,17 hours,,2000,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,,B4E3,B4E,0
"03/26/2022, 09:31:15",https://www.realtor.ca/real-estate/24189386/141-fiona-lane-lucasville-lucasville,699900,141 Fiona Lane,"Lucasville, Nova Scotia B4B0H3",B4B0H3,MLS  Number: 202205243,3,4,4,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2021,"Garage, Attached Garage",16 hours,"Jun 30, 2021 Sold $429,900",2352,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Water softener",Poured Concrete,Detached,,,B4B0,B4B,0.628053036
"03/26/2022, 09:32:14",https://www.realtor.ca/real-estate/24189387/91-cavendish-drive-lower-sackville-lower-sackville,469000,91 Cavendish Drive,"Lower Sackville, Nova Scotia B4C3K2",B4C3K2,MLS  Number: 202205244,3,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1983,,16 hours,,2100,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B4C3,B4C,0
"03/26/2022, 09:45:05",https://www.realtor.ca/real-estate/24189388/114-armcrest-drive-lower-sackville-lower-sackville,309900,114 Armcrest Drive,"Lower Sackville, Nova Scotia B4C3Z9",B4C3Z9,MLS  Number: 202205245,0,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1993,,16 hours,"Sep 7, 2005 Sold $133,000",1340,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished),B4C3,B4C,0.051017618
"03/26/2022, 10:28:08",https://www.realtor.ca/real-estate/24189390/411-116-larry-uteck-boulevard-halifax-halifax,509900,411 116 Larry Uteck Boulevard,"Halifax, Nova Scotia B3M4Y1",B3M4Y1,MLS  Number: 202205247,3,3,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,2003,"Garage, Underground",17 hours,,1632,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Intercom",Poured Concrete,,4 Level,None,B3M4,B3M,0
"03/26/2022, 10:28:56",https://www.realtor.ca/real-estate/24189291/35-macbeth-road-plymouth-plymouth,484500,35 MacBeth Road,"Plymouth, Nova Scotia B2H5C5",B2H5C5,MLS  Number: 202205241,3,3,3,Single Family,House,2,Plymouth,Freehold,under 1/2 acre,2007,,18 hours,"Oct 17, 2008 Sold $254,500",2760,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished),B2H5,B2H,0.047060694
"03/26/2022, 10:29:51",https://www.realtor.ca/real-estate/24188946/92-waterstone-run-lucasville-lucasville,500000,92 Waterstone Run,"Lucasville, Nova Scotia B4B1X5",B4B1X5,MLS  Number: 202205234,3,3,4,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2002,Gravel,19 hours,,2430,,Poured Concrete,Detached,,Full (Finished),B4B1,B4B,0
"03/26/2022, 10:38:13",https://www.realtor.ca/real-estate/24188945/407-85-spinnaker-drive-halifax-halifax,467000,407 85 Spinnaker Drive,"Halifax, Nova Scotia B3N3E3",B3N3E3,MLS  Number: 202205233,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,1990,"Garage, Underground, Parking Space(s)",19 hours,"May 30, 2014 Sold $254,900",1084,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,Full,B3N3,B3N,0.078619781
"03/26/2022, 10:40:11",https://www.realtor.ca/real-estate/24189180/23-glenwood-avenue-dartmouth-dartmouth,349900,23 GLENWOOD Avenue,"Dartmouth, Nova Scotia B2Y3G8",B2Y3G8,MLS  Number: 202205236,3,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,,"Garage, Detached Garage",18 hours,,1572,"Range - Electric, Dryer, Washer, Refrigerator",Poured Concrete,Detached,3 Level,Full (Partially finished),B2Y3,B2Y,0
"03/26/2022, 10:41:21",https://www.realtor.ca/real-estate/24188943/78-stonehurst-road-blue-rocks-blue-rocks,499000,78 Stonehurst Road,"Blue Rocks, Nova Scotia B0J2C0",B0J2C0,MLS  Number: 202205230,2,2,1,Single Family,House,1,Blue Rocks,Freehold,3 - 10 acres,1989,Gravel,19 hours,,980,"Range - Electric, Washer, Refrigerator, Gas stove(s)",,Detached,,None,B0J2,B0J,0
"03/26/2022, 10:42:37",https://www.realtor.ca/real-estate/24189181/18-hospital-hill-road-garden-lots-garden-lots,599000,18 Hospital Hill Road,"Garden Lots, Nova Scotia B0J2C0",B0J2C0,MLS  Number: 202205238,3,3,2,Single Family,House,2,Garden Lots,Freehold,under 1/2 acre,1880,,18 hours,,1667,,Stone,Detached,,Full (Partially finished),B0J2,B0J,0
"03/26/2022, 10:43:53",https://www.realtor.ca/real-estate/24188639/85-anchor-drive-halifax-halifax,999000,85 Anchor Drive,"Halifax, Nova Scotia B3N3B9",B3N3B9,MLS  Number: 202205214,3,3,3,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,,1999,Parking Space(s),20 hours,"Sep 29, 2015 Sold $600,000",2065,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,,2 Level,None,B3N3,B3N,0.075550002
"03/26/2022, 10:45:46",https://www.realtor.ca/real-estate/24188642/2913-ostrea-lake-road-pleasant-point-pleasant-point,699900,2913 Ostrea Lake Road,"Pleasant Point, Nova Scotia B0J2L0",B0J2L0,MLS  Number: 202205218,3,3,2,Single Family,House,2,Pleasant Point,Freehold,1 - 3 acres,2007,"Garage, Detached Garage, Gravel",20 hours,"Apr 10, 2017 Sold $237,000",1604,"Range - Electric, Dishwasher, Refrigerator, Hot Tub",Concrete Slab,Detached,2 Level,None,B0J2,B0J,0.241816796
"03/26/2022, 10:46:48",https://www.realtor.ca/real-estate/24188782/28-club-lane-wilmot-wilmot,437000,28 Club Lane,"Wilmot, Nova Scotia B0P1W0",B0P1W0,MLS  Number: 202205224,3,3,2,Single Family,House,2,Wilmot,Freehold,10 - 49 acres,1989,"Garage, Detached Garage, Gravel",19 hours,,2208,"Stove, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,"Crawl space, None",B0P1,B0P,0
"03/26/2022, 10:48:17",https://www.realtor.ca/real-estate/24188640/561-gould-road-burlington-burlington,129900,561 Gould Road,"Burlington, Nova Scotia B0P1E0",B0P1E0,MLS  Number: 202205216,1,1,1,Single Family,House,1,Burlington,Freehold,1 - 3 acres,,,20 hours,"Jul 15, 2014 Sold $55,000",632,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Concrete Block,Detached,,Crawl space,B0P1,B0P,0.113411769
"03/26/2022, 10:48:53",https://www.realtor.ca/real-estate/24188641/249-291-j-ramsey-road-wittenburg-wittenburg,324900,249 & 291 J Ramsey Road,"Wittenburg, Nova Scotia B0N2J0",B0N2J0,MLS  Number: 202205217,1,1,1,Single Family,House,1,Wittenburg,Freehold,10 - 49 acres,,"Garage, Detached Garage, Gravel",20 hours,,720,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0N2,B0N,0
"03/26/2022, 10:50:24",https://www.realtor.ca/real-estate/24188780/88-almont-avenue-new-glasgow-new-glasgow,229000,88 Almont Avenue,"New Glasgow, Nova Scotia B2H3G6",B2H3G6,MLS  Number: 202205222,3,3,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,19 hours,"Dec 14, 2021 Sold $85,000",1352,Dishwasher,Poured Concrete,Detached,,Full (Unfinished),B2H3,B2H,1.694117647
"03/26/2022, 10:51:33",https://www.realtor.ca/real-estate/24188510/62-main-street-hantsport-hantsport,350000,62 Main Street,"Hantsport, Nova Scotia B0P1P0",B0P1P0,MLS  Number: 202205212,6,6,2,Single Family,House,2,Hantsport,Freehold,under 1/2 acre,,"Garage, Detached Garage",20 hours,,2156,"Stove, Dryer, Washer, Refrigerator","Poured Concrete, Stone",Detached,,Full (Unfinished),B0P1,B0P,0
"03/26/2022, 10:52:20",https://www.realtor.ca/real-estate/24188253/14-marilyn-court-kingston-kingston,485000,14 Marilyn Court,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202205204,4,4,2,Single Family,House,1,Kingston,Freehold,under 1/2 acre,2018,"Garage, Attached Garage",21 hours,,1950,"Oven - Propane, Range, Dryer, Washer, Refrigerator, Water softener",Concrete Slab,Detached,Character,None,B0P1,B0P,0
"03/26/2022, 10:52:58",https://www.realtor.ca/real-estate/24188254/233-ritcey-crescent-dartmouth-dartmouth,729900,233 Ritcey Crescent,"Dartmouth, Nova Scotia B2W6J9",B2W6J9,MLS  Number: 202205205,6,6,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2002,"Garage, Attached Garage",21 hours,,5400,,Concrete Slab,Detached,,None,B2W6,B2W,0
"03/26/2022, 10:53:31",https://www.realtor.ca/real-estate/24188255/158-middle-village-road-west-dover-west-dover,279900,158 Middle Village Road,"West Dover, Nova Scotia B3Z3T3",B3Z3T3,MLS  Number: 202205207,3,3,1,Single Family,House,1,West Dover,Freehold,1/2 - 1 acre,1978,"Garage, Detached Garage, Gravel",21 hours,,1560,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Wine Fridge",Poured Concrete,Detached,Character,Crawl space,B3Z3,B3Z,0
"03/26/2022, 10:54:32",https://www.realtor.ca/real-estate/24188507/60-haven-drive-bridgewater-bridgewater,159900,60 Haven Drive,"Bridgewater, Nova Scotia B4V4C4",B4V4C4,MLS  Number: 202205210,2,2,1,Single Family,Mobile Home,1,Bridgewater,Leasehold,,1997,,20 hours,,976,"Range, Dryer, Washer, Refrigerator",,,Mini,None,B4V4,B4V,0
"03/26/2022, 10:55:07",https://www.realtor.ca/real-estate/24188506/1-brooklyn-shore-road-brooklyn-brooklyn,469000,1 Brooklyn Shore Road,"Brooklyn, Nova Scotia B0J1H0",B0J1H0,MLS  Number: 202205209,4,4,3,Single Family,House,3,Brooklyn,Freehold,1/2 - 1 acre,1871,"Garage, Detached Garage, Gravel",20 hours,"Jun 4, 2021 Sold $175,000",2787,"Stove, Dishwasher, Washer/Dryer Combo",Stone,Detached,,Unknown,B0J1,B0J,1.68
"03/26/2022, 10:55:41",https://www.realtor.ca/real-estate/24188023/190-main-street-liverpool-liverpool,799900,190 Main Street,"Liverpool, Nova Scotia B0T1K0",B0T1K0,MLS  Number: 202205199,8,8,8,Single Family,House,3,Liverpool,Freehold,under 1/2 acre,1895,,22 hours,,4116,,"Poured Concrete, Stone",Detached,3 Level,Full (Unfinished),B0T1,B0T,0
"03/26/2022, 11:08:24",https://www.realtor.ca/real-estate/24188099/68-bedford-hills-road-bedford-bedford,499900,68 Bedford Hills Road,"Bedford, Nova Scotia B4A1J9",B4A1J9,MLS  Number: 202205203,2,4,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1977,Gravel,21 hours,"Apr 28, 2009 Sold $280,012",1629,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Hot Tub",Poured Concrete,Detached,,,B4A1,B4A,0.045591485
"03/26/2022, 11:09:47",https://www.realtor.ca/real-estate/24188024/11611163-sherman-belcher-road-centreville-centreville,355000,1161/1163 Sherman Belcher Road,"Centreville, Nova Scotia B0P1J0",B0P1J0,MLS  Number: 202205200,4,4,3,Single Family,House,1,Centreville,Freehold,under 1/2 acre,,Gravel,22 hours,"Sep 18, 2014 Sold $205,700",2092,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Crawl space,B0P1,B0P,0.07059265
"03/26/2022, 11:10:37",https://www.realtor.ca/real-estate/24188025/1117-highway-202-west-gore-west-gore,250000,1117 Highway 202,"West Gore, Nova Scotia B0N1P0",B0N1P0,MLS  Number: 202205202,4,4,1,Single Family,House,1,West Gore,Freehold,1 - 3 acres,1980,"Garage, Detached Garage, Gravel",22 hours,,1230,,Concrete Block,Detached,,,B0N1,B0N,0
"03/26/2022, 11:11:06",https://www.realtor.ca/real-estate/24187721/595-dufferin-mines-road-port-dufferin-port-dufferin,699900,595 Dufferin Mines Road,"Port Dufferin, Nova Scotia B0J2R0",B0J2R0,MLS  Number: 202205183,2,4,3,Single Family,House,1,Port Dufferin,Freehold,100+ acres,2006,"Garage, Detached Garage, Gravel",23 hours,,2640,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Water purifier",Poured Concrete,Detached,,Full (Finished),B0J2,B0J,0
"03/26/2022, 11:11:43",https://www.realtor.ca/real-estate/24187722/2072-highway-2-milford-milford,224900,2072 Highway 2,"Milford, Nova Scotia B0N1Y0",B0N1Y0,MLS  Number: 202205184,3,3,1,Single Family,House,2,Milford,Freehold,under 1/2 acre,,"Garage, Detached Garage, Gravel, Other",23 hours,,1450,"Range, Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B0N1,B0N,0
"03/26/2022, 11:12:11",https://www.realtor.ca/real-estate/24187847/290-highway-224-gays-river-gays-river,204900,290 Highway 224,"Gays River, Nova Scotia B0N2H0",B0N2H0,MLS  Number: 202205188,2,3,1,Single Family,House,1,Gays River,Freehold,1 - 3 acres,1986,"Garage, Attached Garage, Gravel",23 hours,,1676,"Cooktop - Propane, Oven - Propane, Dishwasher, Refrigerator, Water softener, Gas stove(s)","Concrete Block, Poured Concrete",Detached,Character,Full (Partially finished),B0N2,B0N,0
